route_id,fare_per_min,avg_fare_per_min,trip_duration_minutes
100_261,1.549872123,1.124448824,19.55
100_261,1.651898734,1.124448824,15.8
100_261,1.573953488,1.124448824,17.91666667
100_261,1.89261745,1.124448824,14.9
100_261,1.631232361,1.124448824,17.71666667
100_261,1.726530612,1.124448824,16.33333333
100_261,1.608849558,1.124448824,18.83333333
100_261,1.562682216,1.124448824,17.15
100_262,1.365921788,1.021705137,11.93333333
100_262,1.286713287,1.021705137,14.3
100_262,1.422492401,1.021705137,10.96666667
100_262,1.361815754,1.021705137,12.48333333
100_262,1.293650794,1.021705137,12.6
100_262,1.311212815,1.021705137,14.56666667
100_263,1.64556962,1.061706477,3.95
100_263,1.512690355,1.061706477,9.85
100_263,1.401253918,1.061706477,10.63333333
100_263,1.42,1.061706477,10
100_263,1.531914894,1.061706477,10.18333333
100_263,1.401197605,1.061706477,11.13333333
100_263,1.455064194,1.061706477,11.68333333
100_263,1.384615385,1.061706477,12.78333333
100_263,1.662522202,1.061706477,9.383333333
100_265,5.36199095,2.469396801,73.66666667
100_265,5.020920502,2.469396801,11.95
100_265,6.00500417,2.469396801,19.98333333
100_265,4.858536585,2.469396801,17.08333333
100_36,1.619047619,1.202779013,17.85
100_4,1.399176955,1.04726008,12.15
100_4,1.581890812,1.04726008,12.51666667
100_41,1.702786378,1.130533647,16.15
100_41,1.563157895,1.130533647,12.66666667
100_41,1.569515963,1.130533647,16.18333333
100_45,1.538461538,1.069028872,15.6
100_45,1.486068111,1.069028872,16.15
100_45,1.462068966,1.069028872,14.5
100_48,392.3076923,2.29593295,0.216666667
100_48,150,2.29593295,1
100_48,600,2.29593295,0.116666667
100_49,1.719869707,1.212920253,20.46666667
100_50,2.12195122,1.078017667,2.733333333
100_50,2.161490683,1.078017667,2.683333333
100_50,2.161490683,1.078017667,2.683333333
100_50,2.460220318,1.078017667,13.61666667
100_50,1.865853659,1.078017667,2.733333333
100_50,1.865853659,1.078017667,2.733333333
100_50,1.87012987,1.078017667,3.85
100_50,1.8125,1.078017667,3.2
100_50,1.690607735,1.078017667,3.016666667
100_50,5.607476636,1.078017667,5.35
100_50,2.170212766,1.078017667,2.35
100_50,2.218487395,1.078017667,1.983333333
100_66,1.559352518,1.130251637,18.53333333
100_7,1.473945409,1.082599284,13.43333333
100_7,1.487279843,1.082599284,25.55
100_7,1.557603687,1.082599284,21.7
100_7,1.49817296,1.082599284,13.68333333
100_75,1.996638655,1.141063767,9.916666667
100_75,1.590243902,1.141063767,10.25
100_75,1.638190955,1.141063767,9.95
100_75,1.64516129,1.141063767,10.33333333
100_79,1.401384083,1.007872273,9.633333333
100_79,1.449056604,1.007872273,8.833333333
100_79,1.287234043,1.007872273,9.4
100_79,1.371980676,1.007872273,10.35
100_79,1.342657343,1.007872273,9.533333333
100_79,1.332110092,1.007872273,9.083333333
100_79,1.302857143,1.007872273,8.75
100_79,1.471264368,1.007872273,8.7
100_79,1.385496183,1.007872273,8.733333333
100_79,1.354477612,1.007872273,8.933333333
100_79,1.293375394,1.007872273,15.85
100_79,1.315068493,1.007872273,9.733333333
100_79,1.465473146,1.007872273,13.03333333
100_79,1.343096234,1.007872273,7.966666667
100_79,1.399014778,1.007872273,10.15
100_79,1.398601399,1.007872273,7.15
100_83,1.668351871,1.200478213,16.48333333
107_1,3.354365371,2.125244298,22.71666667
107_1,3.104876996,2.125244298,38.61666667
107_100,1.472049689,1.013229296,5.366666667
107_100,1.338983051,1.013229296,5.9
107_100,1.336633663,1.013229296,10.1
107_100,1.449152542,1.013229296,7.866666667
107_100,1.505226481,1.013229296,4.783333333
107_100,1.588235294,1.013229296,4.533333333
107_100,1.434447301,1.013229296,6.483333333
107_100,1.316326531,1.013229296,6.533333333
107_100,1.361477573,1.013229296,6.316666667
107_100,1.40599455,1.013229296,6.116666667
107_100,1.52284264,1.013229296,6.566666667
107_100,1.333333333,1.013229296,7.5
107_100,1.452784504,1.013229296,6.883333333
107_100,1.319693095,1.013229296,6.516666667
107_100,1.437325905,1.013229296,5.983333333
107_100,1.380191693,1.013229296,5.216666667
107_100,1.384615385,1.013229296,6.716666667
107_114,2.274509804,1.183778915,2.55
107_114,1.900621118,1.183778915,2.683333333
107_114,2.03125,1.183778915,3.2
107_114,9.071274298,1.183778915,7.716666667
107_114,2.304635762,1.183778915,2.516666667
107_114,2.21656051,1.183778915,2.616666667
107_114,2,1.183778915,2.55
107_129,1.857421875,1.233432287,17.06666667
107_129,1.866541353,1.233432287,17.73333333
107_137,20,1.601443233,0.15
107_137,4.061538462,1.601443233,1.083333333
107_137,3.762711864,1.601443233,0.983333333
107_137,9,1.601443233,0.333333333
107_137,5.285714286,1.601443233,0.7
107_137,20,1.601443233,0.15
107_137,4.061538462,1.601443233,1.083333333
107_137,5.309734513,1.601443233,1.883333333
107_137,3.718309859,1.601443233,1.183333333
107_137,6.342857143,1.601443233,0.583333333
107_137,4.036363636,1.601443233,0.916666667
107_137,21.6,1.601443233,0.833333333
107_138,2.640653358,1.725167253,18.36666667
107_138,2.673417722,1.725167253,13.16666667
107_138,2.581314879,1.725167253,14.45
107_138,2.569343066,1.725167253,13.7
107_138,2.685785536,1.725167253,13.36666667
107_138,2.567591764,1.725167253,18.61666667
107_140,1.733124019,1.190527891,10.61666667
107_140,1.852040816,1.190527891,6.533333333
107_140,1.700234192,1.190527891,7.116666667
107_140,1.951612903,1.190527891,6.2
107_140,1.855491329,1.190527891,5.766666667
107_140,1.905511811,1.190527891,6.35
107_140,2.00625,1.190527891,5.333333333
107_140,1.776623377,1.190527891,6.416666667
107_140,1.749460043,1.190527891,7.716666667
107_140,1.70610687,1.190527891,8.733333333
107_140,1.88372093,1.190527891,7.166666667
107_140,1.845102506,1.190527891,7.316666667
107_140,1.696261682,1.190527891,7.133333333
107_140,1.939577039,1.190527891,5.516666667
107_140,1.692307692,1.190527891,7.15
107_140,2,1.190527891,6.75
107_140,2.054794521,1.190527891,4.866666667
107_140,1.716101695,1.190527891,7.866666667
107_140,1.833333333,1.190527891,6.6
107_140,1.798319328,1.190527891,5.95
107_140,1.784140969,1.190527891,7.566666667
107_140,1.699115044,1.190527891,7.533333333
107_140,1.792592593,1.190527891,6.75
107_140,1.710843373,1.190527891,8.3
107_140,1.772020725,1.190527891,6.433333333
107_140,1.696394687,1.190527891,8.783333333
107_140,1.696261682,1.190527891,7.133333333
107_140,1.762886598,1.190527891,6.466666667
107_140,1.901408451,1.190527891,7.1
107_140,1.709401709,1.190527891,5.85
107_140,1.762135922,1.190527891,6.866666667
107_140,2.005221932,1.190527891,6.383333333
107_140,1.734475375,1.190527891,7.783333333
107_140,1.812688822,1.190527891,5.516666667
107_140,1.736040609,1.190527891,6.566666667
107_140,1.972826087,1.190527891,6.133333333
107_140,1.824324324,1.190527891,7.4
107_140,1.884297521,1.190527891,6.05
107_140,1.775,1.190527891,8
107_140,1.866220736,1.190527891,4.983333333
107_142,1.335078534,1.025107628,12.73333333
107_142,1.354545455,1.025107628,11
107_142,1.494983278,1.025107628,9.966666667
107_142,1.335135135,1.025107628,18.5
107_142,1.512690355,1.025107628,9.85
107_142,1.459701493,1.025107628,11.16666667
107_142,1.356164384,1.025107628,14.6
107_142,1.530259366,1.025107628,11.56666667
107_142,1.413070284,1.025107628,13.51666667
107_142,1.416,1.025107628,12.5
107_142,1.33255814,1.025107628,14.33333333
107_142,1.565217391,1.025107628,9.966666667
107_142,1.535321821,1.025107628,10.61666667
107_142,1.451448041,1.025107628,9.783333333
107_142,1.52195122,1.025107628,10.25
107_142,1.423580786,1.025107628,11.45
107_143,1.330120482,1.004311067,13.83333333
107_143,1.368556701,1.004311067,12.93333333
107_143,1.477911647,1.004311067,12.45
107_143,1.330612245,1.004311067,12.25
107_143,1.388679245,1.004311067,13.25
107_143,1.337531486,1.004311067,13.23333333
107_143,1.406896552,1.004311067,12.08333333
107_143,1.529411765,1.004311067,10.2
107_143,1.554878049,1.004311067,10.93333333
107_145,1.710467706,1.221804418,7.483333333
107_145,1.702857143,1.221804418,8.75
107_145,1.652027027,1.221804418,9.866666667
107_145,1.638888889,1.221804418,10.8
107_148,1.453125,1.103719167,6.4
107_148,1.531190926,1.103719167,8.816666667
107_148,1.574750831,1.103719167,5.016666667
107_148,1.543973941,1.103719167,5.116666667
107_148,1.482758621,1.103719167,5.8
107_148,1.45398773,1.103719167,5.433333333
107_148,1.594405594,1.103719167,7.15
107_148,1.449541284,1.103719167,5.45
107_148,1.558912387,1.103719167,5.516666667
107_148,1.494809689,1.103719167,4.816666667
107_148,1.569863014,1.103719167,12.16666667
107_148,1.474285714,1.103719167,5.833333333
107_148,1.623287671,1.103719167,4.866666667
107_148,1.537190083,1.103719167,6.05
107_148,1.444444444,1.103719167,4.5
107_148,1.514376997,1.103719167,5.216666667
107_148,1.458422175,1.103719167,7.816666667
107_148,1.58,1.103719167,5
107_148,1.54954955,1.103719167,5.55
107_148,1.526501767,1.103719167,4.716666667
107_148,1.58,1.103719167,5
107_148,1.652542373,1.103719167,3.933333333
107_148,1.642585551,1.103719167,4.383333333
107_148,1.705035971,1.103719167,4.633333333
107_148,2.335877863,1.103719167,2.183333333
107_148,1.515789474,1.103719167,4.75
107_148,1.68683274,1.103719167,4.683333333
107_148,1.756097561,1.103719167,4.1
107_160,2.325,1.494346439,13.33333333
107_161,1.5,1.048342287,6.666666667
107_161,1.595744681,1.048342287,6.266666667
107_161,1.576642336,1.048342287,4.566666667
107_161,1.49382716,1.048342287,8.1
107_161,1.621212121,1.048342287,6.6
107_161,1.422037422,1.048342287,8.016666667
107_161,1.503512881,1.048342287,7.116666667
107_161,1.496259352,1.048342287,6.683333333
107_161,1.453521127,1.048342287,5.916666667
107_161,1.507042254,1.048342287,7.1
107_161,1.59752322,1.048342287,5.383333333
107_161,1.44047619,1.048342287,8.4
107_161,1.418439716,1.048342287,7.05
107_161,1.469635628,1.048342287,8.233333333
107_161,1.488833747,1.048342287,6.716666667
107_161,1.49382716,1.048342287,8.1
107_161,1.617250674,1.048342287,6.183333333
107_161,1.442696629,1.048342287,7.416666667
107_161,1.8,1.048342287,4
107_161,1.621212121,1.048342287,6.6
107_161,1.643312102,1.048342287,5.233333333
107_161,1.488,1.048342287,6.25
107_161,1.589108911,1.048342287,6.733333333
107_161,1.462857143,1.048342287,8.75
107_161,1.643312102,1.048342287,5.233333333
107_161,1.496503497,1.048342287,7.15
107_161,1.446215139,1.048342287,8.366666667
107_161,1.45691906,1.048342287,6.383333333
107_161,1.485148515,1.048342287,6.733333333
107_161,1.585185185,1.048342287,6.75
107_161,1.902439024,1.048342287,3.416666667
107_161,1.508108108,1.048342287,6.166666667
107_161,1.470588235,1.048342287,6.8
107_161,1.446215139,1.048342287,8.366666667
107_161,1.461756374,1.048342287,5.883333333
107_161,1.636363636,1.048342287,5.683333333
107_161,1.470967742,1.048342287,7.75
107_161,1.459459459,1.048342287,4.933333333
107_161,1.429844098,1.048342287,7.483333333
107_161,1.758354756,1.048342287,6.483333333
107_161,2.294117647,1.048342287,2.833333333
107_161,1.436363636,1.048342287,5.5
107_161,1.488,1.048342287,6.25
107_161,1.516304348,1.048342287,6.133333333
107_161,1.507537688,1.048342287,6.633333333
107_161,1.5625,1.048342287,6.4
107_161,1.5,1.048342287,6.2
107_161,1.5,1.048342287,8.533333333
107_161,1.55,1.048342287,6
107_161,1.844357977,1.048342287,4.283333333
107_161,1.692857143,1.048342287,4.666666667
107_161,1.433333333,1.048342287,6
107_161,1.554317549,1.048342287,5.983333333
107_161,1.564356436,1.048342287,5.05
107_161,1.612903226,1.048342287,6.2
107_161,1.526717557,1.048342287,6.55
107_161,1.430463576,1.048342287,5.033333333
107_161,1.720379147,1.048342287,7.033333333
107_161,1.557491289,1.048342287,9.566666667
107_161,1.57480315,1.048342287,6.35
107_166,1.592307692,1.165638733,21.66666667
107_166,1.571115974,1.165638733,22.85
107_181,1.754677755,1.197492203,24.05
107_181,1.846785226,1.197492203,24.36666667
107_209,1.765793529,1.277414505,10.81666667
107_209,1.789303079,1.277414505,10.28333333
107_209,1.978858351,1.277414505,7.883333333
107_211,6.976744186,1.092258807,12.18333333
107_225,1.450097847,1.136809875,17.03333333
107_229,1.795454545,1.233478167,4.4
107_229,1.857585139,1.233478167,5.383333333
107_229,1.818181818,1.233478167,5.5
107_229,2.194444444,1.233478167,3.6
107_229,2.312195122,1.233478167,3.416666667
107_229,1.910828025,1.233478167,5.233333333
107_229,2.653061224,1.233478167,2.45
107_229,2.312195122,1.233478167,3.416666667
107_229,2.225352113,1.233478167,3.55
107_229,1.993355482,1.233478167,5.016666667
107_229,2.097560976,1.233478167,4.1
107_229,2.040816327,1.233478167,4.9
107_229,2.047619048,1.233478167,4.2
