route_id,fare_per_min,avg_fare_per_min,trip_duration_minutes
231_45,1.865853659,1.133908984,2.733333333
231_45,1.714285714,1.133908984,3.383333333
231_45,1.795918367,1.133908984,2.45
231_48,1.4648582,1.069550785,13.51666667
231_48,1.603340292,1.069550785,7.983333333
231_48,1.463414634,1.069550785,11.61666667
231_48,1.428201811,1.069550785,12.88333333
231_48,1.49,1.069550785,10
231_48,1.540687161,1.069550785,9.216666667
231_48,1.458015267,1.069550785,13.1
231_48,1.505300353,1.069550785,9.433333333
231_48,1.436090226,1.069550785,13.3
231_49,1.434782609,1.084536045,13.8
231_50,1.535321821,1.162779318,10.61666667
231_50,1.536945813,1.162779318,10.15
231_50,1.864541833,1.162779318,8.366666667
231_50,1.600654664,1.162779318,10.18333333
231_50,1.559322034,1.162779318,11.8
231_50,1.601255887,1.162779318,10.61666667
231_61,2.02719932,1.133061432,39.21666667
231_66,1.594405594,1.096830864,7.15
231_66,1.947169811,1.096830864,4.416666667
231_66,1.617021277,1.096830864,7.05
231_66,1.57826087,1.096830864,7.666666667
231_87,6.206896552,1.2133463,0.483333333
231_87,6.703910615,1.2133463,2.983333333
231_87,2.081632653,1.2133463,2.45
231_87,3.105882353,1.2133463,1.416666667
231_87,2.25,1.2133463,2.266666667
231_87,2.289473684,1.2133463,2.533333333
231_87,2.175,1.2133463,2.666666667
231_87,2.466666667,1.2133463,1.5
232_114,11.56097561,1.428314366,6.833333333
232_125,1.357664234,1.037607599,6.85
232_132,2.949438202,1.574158117,23.73333333
232_138,4.912280702,2.140248056,14.25
232_141,2.728571429,1.451401408,7
232_144,1.733333333,1.149078741,3.75
232_144,1.803108808,1.149078741,3.216666667
232_158,1.333933393,1.05793498,18.51666667
232_170,1.882978723,1.291736482,9.4
232_170,1.777777778,1.291736482,10.35
232_211,1.829059829,1.063075022,5.85
232_224,2.346534653,1.318257823,3.366666667
232_232,902.64,41.60770989,0.083333333
232_232,420,41.60770989,0.166666667
232_232,526.6666667,41.60770989,0.15
232_233,2.091743119,1.329222205,5.45
232_233,2.004282655,1.329222205,7.783333333
232_234,1.471698113,1.077624499,10.6
232_234,1.444444444,1.077624499,4.5
232_246,1.418779986,1.107669258,24.31666667
232_246,1.587364265,1.107669258,16.88333333
232_261,5.454545455,1.28244888,12.83333333
232_263,1.791549296,1.311205106,11.83333333
232_33,1.862068966,1.274952295,10.63333333
232_4,420,13.25892449,0.166666667
232_79,18.50220264,2.016074173,3.783333333
232_79,64.61538462,2.016074173,1.083333333
233_112,1.590443686,1.23018128,14.65
233_114,1.535885167,1.068546038,6.966666667
233_114,1.740458015,1.068546038,6.55
233_114,1.438202247,1.068546038,8.9
233_114,1.542009885,1.068546038,10.11666667
233_114,1.451612903,1.068546038,9.3
233_114,1.398773006,1.068546038,8.15
233_114,1.476340694,1.068546038,10.56666667
233_114,1.617021277,1.068546038,7.05
233_114,1.721179625,1.068546038,6.216666667
233_12,2.865748709,1.634271642,19.36666667
233_13,2.38410596,1.562672842,10.06666667
233_13,2.202312139,1.562672842,11.53333333
233_13,2.33,1.562672842,10
233_132,3.081438004,1.726825504,22.71666667
233_132,3.115727003,1.726825504,22.46666667
233_132,3.309692671,1.726825504,21.15
233_132,3.286384977,1.726825504,21.3
233_132,3.043478261,1.726825504,23
233_132,3.136669156,1.726825504,22.31666667
233_132,3.846153846,1.726825504,18.2
233_132,3.136669156,1.726825504,22.31666667
233_132,3.002144389,1.726825504,23.31666667
233_132,4.225352113,1.726825504,16.56666667
233_132,3.146067416,1.726825504,22.25
233_132,3.088235294,1.726825504,22.66666667
233_132,3.20855615,1.726825504,21.81666667
233_132,3.276131045,1.726825504,21.36666667
233_132,3.196347032,1.726825504,21.9
233_132,3.370786517,1.726825504,20.76666667
233_132,3.664921466,1.726825504,19.1
233_132,3.288958496,1.726825504,21.28333333
233_132,2.982954545,1.726825504,23.46666667
233_132,3.448275862,1.726825504,20.3
233_132,3.165033911,1.726825504,22.11666667
233_132,3.301886792,1.726825504,21.2
233_132,3.571428571,1.726825504,19.6
233_132,3.134328358,1.726825504,22.33333333
233_132,3.541315346,1.726825504,19.76666667
233_132,3.012912482,1.726825504,23.23333333
233_132,3.406326034,1.726825504,20.55
233_132,3.365384615,1.726825504,20.8
233_132,3.395311237,1.726825504,20.61666667
233_132,3.400809717,1.726825504,20.58333333
233_132,3.179409538,1.726825504,22.01666667
233_132,3.225806452,1.726825504,21.7
233_132,2.974504249,1.726825504,23.53333333
233_137,2.289473684,1.455259859,2.533333333
233_137,3.12244898,1.455259859,1.633333333
233_137,2.46728972,1.455259859,1.783333333
233_137,2.571428571,1.455259859,1.983333333
233_137,2.80733945,1.455259859,1.816666667
233_137,2.3125,1.455259859,1.6
233_137,2.886792453,1.455259859,1.766666667
233_137,2.28358209,1.455259859,2.233333333
233_137,3.154639175,1.455259859,1.616666667
233_137,2.806451613,1.455259859,2.066666667
233_137,2.372093023,1.455259859,2.15
233_137,2.390625,1.455259859,2.133333333
233_137,3.428571429,1.455259859,1.283333333
233_137,2.304635762,1.455259859,2.516666667
233_137,2.468085106,1.455259859,2.35
233_137,2.642857143,1.455259859,1.4
233_137,2.660869565,1.455259859,1.916666667
233_137,2.55,1.455259859,2
233_137,2.838709677,1.455259859,1.55
233_137,2.666666667,1.455259859,1.65
233_137,2.503597122,1.455259859,2.316666667
233_137,2.80733945,1.455259859,1.816666667
233_137,2.613861386,1.455259859,1.683333333
233_137,2.294117647,1.455259859,2.833333333
233_137,2.315789474,1.455259859,1.9
233_137,3.069767442,1.455259859,1.433333333
233_137,2.351351351,1.455259859,2.466666667
233_137,2.914285714,1.455259859,1.75
233_137,2.933333333,1.455259859,1.5
233_141,2.25974026,1.277827532,2.566666667
233_141,2.069868996,1.277827532,3.816666667
233_141,1.945945946,1.277827532,3.7
233_141,1.961977186,1.277827532,4.383333333
233_141,1.945945946,1.277827532,3.7
233_141,2.215384615,1.277827532,3.25
233_141,1.954545455,1.277827532,4.4
233_141,2.806451613,1.277827532,2.066666667
233_141,2.011560694,1.277827532,2.883333333
233_141,2.386740331,1.277827532,3.016666667
233_141,2.071428571,1.277827532,2.8
233_141,2.266666667,1.277827532,2.25
233_141,2.381909548,1.277827532,3.316666667
233_141,2.132231405,1.277827532,4.033333333
233_141,2.334728033,1.277827532,3.983333333
233_141,1.966101695,1.277827532,2.95
233_141,2.071428571,1.277827532,2.8
233_141,1.963636364,1.277827532,3.666666667
233_141,2.154545455,1.277827532,3.666666667
233_141,2.025641026,1.277827532,3.9
233_141,2.108108108,1.277827532,3.083333333
233_141,2.104918033,1.277827532,5.083333333
233_141,2.074468085,1.277827532,3.133333333
233_141,2.303571429,1.277827532,3.733333333
233_141,2.110344828,1.277827532,2.416666667
233_141,2.46835443,1.277827532,2.633333333
233_141,1.991596639,1.277827532,3.966666667
233_141,2.194444444,1.277827532,3.6
233_141,2.010309278,1.277827532,3.233333333
233_141,2.334975369,1.277827532,3.383333333
233_141,2.307692308,1.277827532,2.816666667
233_141,2.009302326,1.277827532,3.583333333
233_141,2.013157895,1.277827532,2.533333333
233_141,1.981651376,1.277827532,3.633333333
233_141,2.25433526,1.277827532,2.883333333
233_141,2.910447761,1.277827532,2.233333333
233_141,3.090909091,1.277827532,1.65
233_143,1.483359746,0.949503774,10.51666667
233_143,1.29281768,0.949503774,12.06666667
233_143,1.366972477,0.949503774,10.9
233_144,1.454545455,1.07268536,8.8
233_144,1.611532625,1.07268536,10.98333333
233_144,1.414979757,1.07268536,16.46666667
233_144,1.423529412,1.07268536,8.5
233_144,1.39047619,1.07268536,15.75
233_144,1.524953789,1.07268536,18.03333333
233_144,1.388261851,1.07268536,14.76666667
233_144,1.387402934,1.07268536,19.31666667
233_144,1.606299213,1.07268536,10.58333333
233_146,1.549393414,1.210383593,9.616666667
233_146,1.522556391,1.210383593,8.866666667
233_151,1.452471483,1.105070539,13.15
233_151,1.453714286,1.105070539,14.58333333
233_161,1.789473684,1.078497568,2.85
233_161,8.015267176,1.078497568,8.733333333
233_161,2.335877863,1.078497568,2.183333333
233_161,1.803108808,1.078497568,3.216666667
233_161,1.803108808,1.078497568,3.216666667
233_161,7.650273224,1.078497568,9.15
233_161,1.927007299,1.078497568,2.283333333
233_161,1.789473684,1.078497568,2.85
233_161,1.831578947,1.078497568,3.166666667
233_163,8.045977011,1.025839335,8.7
233_163,1.846153846,1.025839335,3.9
233_163,1.830985915,1.025839335,3.55
233_164,1.634482759,1.053247465,4.833333333
233_164,1.522123894,1.053247465,5.65
233_164,1.485893417,1.053247465,5.316666667
233_164,1.464566929,1.053247465,6.35
233_164,1.494809689,1.053247465,4.816666667
233_164,1.44966443,1.053247465,4.966666667
233_164,1.53,1.053247465,3.333333333
233_164,1.402597403,1.053247465,5.133333333
233_164,1.789473684,1.053247465,2.85
233_164,1.601351351,1.053247465,4.933333333
233_164,1.652542373,1.053247465,3.933333333
233_164,1.504373178,1.053247465,5.716666667
233_164,1.398058252,1.053247465,5.15
233_164,1.598360656,1.053247465,4.066666667
233_164,1.398373984,1.053247465,6.15
233_164,1.588235294,1.053247465,4.533333333
233_164,1.777777778,1.053247465,4.05
233_164,1.410714286,1.053247465,5.6
233_164,1.416393443,1.053247465,5.083333333
233_164,1.428571429,1.053247465,4.55
233_164,1.44966443,1.053247465,4.966666667
233_164,1.5234375,1.053247465,4.266666667
233_164,1.517647059,1.053247465,5.666666667
233_164,1.490566038,1.053247465,5.3
233_164,1.618257261,1.053247465,4.016666667
233_164,1.741071429,1.053247465,3.733333333
233_164,1.603686636,1.053247465,3.616666667
233_164,1.495978552,1.053247465,6.216666667
233_164,1.411764706,1.053247465,5.1
233_166,1.481611208,1.1148022,19.03333333
233_166,1.585009141,1.1148022,18.23333333
233_166,1.510204082,1.1148022,19.6
233_166,1.472636816,1.1148022,20.1
233_166,1.498703544,1.1148022,19.28333333
233_170,113.5135135,2.667549046,0.616666667
233_170,840,2.667549046,0.083333333
233_170,137.3684211,2.667549046,0.633333333
233_186,1.5,0.962325553,6.666666667
233_186,1.367647059,0.962325553,6.8
233_186,1.291750503,0.962325553,8.283333333
233_186,1.383378016,0.962325553,6.216666667
233_186,1.329896907,0.962325553,6.466666667
233_186,1.354368932,0.962325553,6.866666667
233_186,1.340292276,0.962325553,7.983333333
233_186,1.837209302,0.962325553,4.3
233_186,1.263779528,0.962325553,8.466666667
233_186,1.445783133,0.962325553,6.916666667
233_186,1.617391304,0.962325553,5.75
233_186,1.325415677,0.962325553,7.016666667
233_186,1.255230126,0.962325553,7.966666667
233_186,1.271287129,0.962325553,8.416666667
233_186,1.441860465,0.962325553,6.45
233_186,1.26129666,0.962325553,8.483333333
233_186,1.49197861,0.962325553,6.233333333
233_186,1.323076923,0.962325553,6.5
233_186,1.44966443,0.962325553,4.966666667
233_186,1.344578313,0.962325553,6.916666667
233_186,1.340292276,0.962325553,7.983333333
233_186,1.252609603,0.962325553,7.983333333
233_186,1.381188119,0.962325553,6.733333333
233_186,1.440729483,0.962325553,5.483333333
233_186,1.273743017,0.962325553,8.95
233_186,1.566137566,0.962325553,18.9
233_186,1.301518438,0.962325553,7.683333333
233_186,1.288683603,0.962325553,7.216666667
233_186,1.360169492,0.962325553,7.866666667
233_186,1.258536585,0.962325553,6.833333333
233_186,1.360169492,0.962325553,7.866666667
233_193,1.507964602,1.107557519,9.416666667
233_224,1.795454545,1.225734204,4.4
233_224,1.690140845,1.225734204,5.916666667
233_224,1.912087912,1.225734204,3.033333333
233_224,1.722222222,1.225734204,5.4
233_224,2.215384615,1.225734204,3.25
233_224,1.897058824,1.225734204,4.533333333
233_224,2.125560538,1.225734204,3.716666667
233_229,35.29411765,1.555738327,1.983333333
233_229,13.50482315,1.555738327,5.183333333
233_229,4.864864865,1.555738327,0.616666667
233_229,5,1.555738327,0.6
233_229,28.18791946,1.555738327,2.483333333
233_233,230,7.79478497,0.1
233_233,190.9090909,7.79478497,0.366666667
233_233,300,7.79478497,0.233333333
233_233,525,7.79478497,0.133333333
233_233,600,7.79478497,0.116666667
233_233,566.6666667,7.79478497,0.15
233_233,394.6153846,7.79478497,0.216666667
233_233,132,7.79478497,0.166666667
233_234,1.542857143,1.064462443,4.666666667
233_234,1.512195122,1.064462443,6.15
233_234,1.461756374,1.064462443,5.883333333
233_234,1.414925373,1.064462443,5.583333333
233_234,1.474201474,1.064462443,6.783333333
233_234,1.530612245,1.064462443,6.533333333
233_234,1.648854962,1.064462443,4.366666667
233_234,1.514376997,1.064462443,5.216666667
233_234,1.421052632,1.064462443,5.066666667
233_234,1.549019608,1.064462443,5.1
233_234,1.408450704,1.064462443,7.1
233_234,1.5,1.064462443,4.333333333
233_234,1.55,1.064462443,6
233_234,1.409836066,1.064462443,6.1
233_234,1.482678984,1.064462443,7.216666667
233_234,1.405152225,1.064462443,7.116666667
233_234,1.91902834,1.064462443,4.116666667
233_234,1.460732984,1.064462443,6.366666667
233_234,1.701219512,1.064462443,5.466666667
233_234,1.675675676,1.064462443,5.55
233_234,1.410714286,1.064462443,5.6
233_234,1.587692308,1.064462443,5.416666667
233_234,1.46440678,1.064462443,4.916666667
233_236,1.632458234,1.109933753,6.983333333
233_236,1.90504451,1.109933753,5.616666667
233_236,1.715670436,1.109933753,10.31666667
233_236,2.17721519,1.109933753,3.95
233_236,1.67281106,1.109933753,7.233333333
233_236,1.993355482,1.109933753,5.016666667
233_236,1.927927928,1.109933753,5.55
233_236,1.644539615,1.109933753,7.783333333
233_236,1.633587786,1.109933753,6.55
233_236,2.37254902,1.109933753,5.1
233_236,1.791044776,1.109933753,5.583333333
233_236,1.846153846,1.109933753,5.416666667
233_236,1.948717949,1.109933753,5.85
233_236,1.734104046,1.109933753,5.766666667
233_236,1.676240209,1.109933753,6.383333333
233_236,1.791044776,1.109933753,5.583333333
233_236,1.609756098,1.109933753,7.516666667
233_236,1.771428571,1.109933753,5.25
233_236,1.694915254,1.109933753,5.9
233_236,1.664516129,1.109933753,5.166666667
233_236,1.646341463,1.109933753,8.2
233_236,1.666666667,1.109933753,8.1
233_236,1.617021277,1.109933753,7.05
233_236,1.635135135,1.109933753,7.4
233_236,2.1796875,1.109933753,4.266666667
233_236,1.749152542,1.109933753,4.916666667
233_236,1.625316456,1.109933753,6.583333333
233_239,1.350828729,1.029581002,12.06666667
233_239,1.494473102,1.029581002,22.61666667
233_239,1.378378378,1.029581002,12.33333333
233_239,1.358490566,1.029581002,11.48333333
233_239,1.394932936,1.029581002,11.18333333
233_239,1.380530973,1.029581002,11.3
233_239,1.34551495,1.029581002,10.03333333
233_239,1.377503852,1.029581002,10.81666667
233_239,1.34841629,1.029581002,11.05
233_239,1.396875,1.029581002,10.66666667
233_246,1.328719723,0.9318093,9.633333333
233_246,1.28841493,0.9318093,34.38333333
233_246,1.184501845,0.9318093,9.033333333
233_246,1.350828729,0.9318093,12.06666667
233_246,1.190839695,0.9318093,13.1
233_246,1.459459459,0.9318093,13.56666667
233_246,1.239944521,0.9318093,12.01666667
233_256,1.63812601,1.234518742,20.63333333
233_261,2.192307692,1.522781991,11.26666667
233_261,2.294853964,1.522781991,11.98333333
233_262,1.773480663,1.196886924,6.033333333
233_262,2.060240964,1.196886924,5.533333333
233_262,1.906183369,1.196886924,7.816666667
233_262,1.724465558,1.196886924,7.016666667
233_262,1.807058824,1.196886924,7.083333333
233_262,2,1.196886924,5
233_262,1.715930902,1.196886924,8.683333333
233_262,1.754098361,1.196886924,6.1
233_262,1.722921914,1.196886924,6.616666667
233_262,1.709401709,1.196886924,5.85
233_262,1.739130435,1.196886924,5.75
233_262,1.86627907,1.196886924,5.733333333
233_262,1.843665768,1.196886924,6.183333333
233_262,1.818181818,1.196886924,5.5
233_262,1.814323607,1.196886924,6.283333333
233_262,2.112676056,1.196886924,4.733333333
233_263,1.963302752,1.224089054,5.45
233_263,2,1.224089054,5
233_263,1.779411765,1.224089054,6.8
233_263,1.777070064,1.224089054,5.233333333
233_263,1.884297521,1.224089054,6.05
233_263,2.17721519,1.224089054,3.95
233_263,2.212871287,1.224089054,6.733333333
233_263,1.9375,1.224089054,4.8
233_263,1.923076923,1.224089054,5.2
233_263,2.121673004,1.224089054,4.383333333
233_263,1.862815884,1.224089054,4.616666667
233_263,1.843665768,1.224089054,6.183333333
233_263,1.957317073,1.224089054,5.466666667
233_263,1.910714286,1.224089054,5.6
233_263,1.783333333,1.224089054,6
233_263,1.862815884,1.224089054,4.616666667
233_33,2.152671756,1.400506899,13.1
233_4,1.954285714,1.202465953,5.833333333
233_4,1.786046512,1.202465953,7.166666667
233_4,1.846153846,1.202465953,6.933333333
233_4,2.175182482,1.202465953,6.85
233_4,1.835294118,1.202465953,8.5
233_41,1.995037221,1.152582447,13.43333333
233_42,2.594339623,1.393152051,10.6
233_43,1.516629712,1.038532373,7.516666667
233_43,1.493449782,1.038532373,7.633333333
233_43,1.449209932,1.038532373,7.383333333
233_43,1.541401274,1.038532373,7.85
233_43,1.591355599,1.038532373,8.483333333
233_43,1.538961039,1.038532373,5.133333333
233_43,1.449152542,1.038532373,7.866666667
233_45,1.782608696,1.358113718,11.5
233_45,1.782903664,1.358113718,12.28333333
233_45,1.824884793,1.358113718,10.85
233_48,5.898876404,0.9629308,11.86666667
233_48,5.592543276,0.9629308,12.51666667
233_48,2.361359571,0.9629308,9.316666667
233_65,2.413680782,1.601885483,10.23333333
233_65,2.506578947,1.601885483,10.13333333
233_68,1.351351351,0.94841002,7.4
233_68,1.198312236,0.94841002,11.85
233_68,1.319148936,0.94841002,7.05
233_68,1.296428571,0.94841002,9.333333333
233_68,1.194690265,0.94841002,11.3
233_68,1.271375465,0.94841002,8.966666667
233_68,1.286432161,0.94841002,9.95
233_68,1.291750503,0.94841002,8.283333333
233_68,1.40201005,0.94841002,6.633333333
233_68,1.292929293,0.94841002,9.9
233_68,1.264808362,0.94841002,9.566666667
233_68,1.347826087,0.94841002,6.9
233_68,1.348739496,0.94841002,7.933333333
233_68,1.194401244,0.94841002,10.71666667
233_68,1.279317697,0.94841002,7.816666667
233_7,1.939453125,1.17189721,17.06666667
233_80,2.132075472,1.411307666,10.6
233_80,2.376237624,1.411307666,10.1
233_82,2.1117717,1.36122825,14.01666667
233_88,2.55483871,1.645975226,7.75
233_88,2.655,1.645975226,6.666666667
233_90,1.336633663,0.996316274,10.1
233_90,1.512978986,0.996316274,26.96666667
233_90,1.395918367,0.996316274,8.166666667
233_90,1.372997712,0.996316274,7.283333333
233_90,1.257352941,0.996316274,9.066666667
233_90,1.32,0.996316274,9.166666667
233_90,1.290322581,0.996316274,7.75
233_95,2.213592233,1.398629912,17.16666667
234_1,3.864784547,2.217454073,22.43333333
234_1,5.577072037,2.217454073,21.51666667
234_107,5,1.339821645,0.6
234_107,4.864864865,1.339821645,0.616666667
234_107,50.86956522,1.339821645,1.533333333
234_107,10,1.339821645,0.3
234_112,1.414979757,1.117247135,16.46666667
234_112,1.469835466,1.117247135,18.23333333
234_112,1.495813953,1.117247135,17.91666667
234_113,1671,2.574294137,0.05
234_114,1.714285714,1.184437401,3.383333333
234_114,1.860962567,1.184437401,3.116666667
234_114,2.514285714,1.184437401,1.75
234_114,1.924528302,1.184437401,2.65
234_114,1.652542373,1.184437401,3.933333333
234_114,2.52892562,1.184437401,2.016666667
234_114,2.134969325,1.184437401,2.716666667
234_114,1.681034483,1.184437401,3.866666667
234_114,1.725752508,1.184437401,4.983333333
234_114,1.921182266,1.184437401,3.383333333
234_114,1.748878924,1.184437401,3.716666667
234_114,1.764705882,1.184437401,3.683333333
234_114,2.085561497,1.184437401,3.116666667
234_114,1.897058824,1.184437401,4.533333333
234_114,2.081632653,1.184437401,2.45
234_114,1.841269841,1.184437401,3.15
234_114,2.25974026,1.184437401,2.566666667
234_114,2.294117647,1.184437401,2.833333333
234_114,1.673819742,1.184437401,3.883333333
234_114,1.930693069,1.184437401,3.366666667
234_114,2,1.184437401,3.25
234_114,1.939849624,1.184437401,4.433333333
234_114,2.65648855,1.184437401,2.183333333
234_114,1.722772277,1.184437401,3.366666667
234_114,1.830985915,1.184437401,3.55
234_114,2.148148148,1.184437401,2.7
234_114,1.68115942,1.184437401,3.45
234_114,1.928571429,1.184437401,3.733333333
234_114,2.315789474,1.184437401,1.9
234_114,1.821989529,1.184437401,3.183333333
234_114,2.230769231,1.184437401,2.6
234_114,1.839622642,1.184437401,3.533333333
234_114,1.821428571,1.184437401,2.8
234_114,1.748743719,1.184437401,3.316666667
234_114,1.803108808,1.184437401,3.216666667
234_114,1.988571429,1.184437401,2.916666667
234_114,2.351351351,1.184437401,2.466666667
234_114,1.896,1.184437401,4.166666667
234_114,1.841269841,1.184437401,3.15
234_116,1.960264901,1.254407641,15.1
234_125,1.454545455,1.102998538,4.95
234_125,1.621621622,1.102998538,6.166666667
234_125,1.488549618,1.102998538,4.366666667
234_125,1.453125,1.102998538,6.4
234_125,1.430769231,1.102998538,6.5
234_125,1.452,1.102998538,8.333333333
234_125,1.488833747,1.102998538,6.716666667
234_125,1.941176471,1.102998538,2.266666667
234_125,1.459854015,1.102998538,6.85
234_125,1.45691906,1.102998538,6.383333333
234_125,1.425414365,1.102998538,6.033333333
234_125,1.449350649,1.102998538,6.416666667
234_125,1.492537313,1.102998538,6.7
234_125,1.857585139,1.102998538,5.383333333
234_129,1.918141593,1.324528753,15.06666667
234_13,1.533546326,1.099870356,15.65
234_13,1.493951613,1.099870356,16.53333333
234_13,1.476340694,1.099870356,10.56666667
234_13,1.436170213,1.099870356,9.4
234_13,1.418744626,1.099870356,19.38333333
234_13,1.588235294,1.099870356,16.43333333
234_13,1.521428571,1.099870356,9.333333333
234_13,1.611111111,1.099870356,16.2
234_13,1.484949833,1.099870356,19.93333333
234_13,1.816176471,1.099870356,13.6
234_13,1.506516073,1.099870356,19.18333333
234_13,1.537906137,1.099870356,9.233333333
234_13,1.480662983,1.099870356,18.1
234_13,1.451428571,1.099870356,17.5
234_13,1.422492401,1.099870356,10.96666667
234_13,1.74972067,1.099870356,14.91666667
234_13,1.494565217,1.099870356,18.4
234_13,1.431192661,1.099870356,10.9
234_13,1.498392283,1.099870356,15.55
234_13,1.426573427,1.099870356,11.91666667
234_138,2.203036053,1.496670837,17.56666667
234_138,2.203296703,1.496670837,18.2
234_138,2.277722278,1.496670837,16.68333333
234_138,2.502155172,1.496670837,15.46666667
234_138,2.369361702,1.496670837,19.58333333
234_138,2.285714286,1.496670837,17.85
234_138,2.215648855,1.496670837,17.46666667
234_138,2.301790281,1.496670837,39.1
234_138,2.197026022,1.496670837,17.93333333
234_138,2.314126394,1.496670837,17.93333333
234_142,1.583333333,0.989927691,7.2
234_142,1.368243243,0.989927691,9.866666667
234_142,1.474015748,0.989927691,10.58333333
234_142,1.344360902,0.989927691,11.08333333
234_142,1.598130841,0.989927691,7.133333333
234_142,1.296636086,0.989927691,16.35
234_142,1.376344086,0.989927691,9.3
234_142,1.330049261,0.989927691,10.15
234_142,1.318885449,0.989927691,10.76666667
234_142,1.34973638,0.989927691,9.483333333
234_142,1.365921788,0.989927691,11.93333333
234_142,1.294117647,0.989927691,9.35
234_142,1.486238532,0.989927691,9.083333333
234_142,1.305755396,0.989927691,9.266666667
234_142,1.386666667,0.989927691,11.25
234_142,1.299418605,0.989927691,11.46666667
234_142,1.30875576,0.989927691,10.85
234_142,1.342898135,0.989927691,11.61666667
234_142,1.485049834,0.989927691,10.03333333
234_142,1.337142857,0.989927691,11.66666667
234_142,1.38225256,0.989927691,9.766666667
234_142,1.522998296,0.989927691,9.783333333
234_142,1.456026059,0.989927691,10.23333333
234_142,1.466165414,0.989927691,4.433333333
234_142,1.31085044,0.989927691,11.36666667
234_142,1.315217391,0.989927691,9.2
234_142,1.441935484,0.989927691,10.33333333
234_148,1.388788427,1.029864053,9.216666667
234_148,1.337893297,1.029864053,12.18333333
234_148,1.376146789,1.029864053,7.266666667
234_148,1.287878788,1.029864053,13.2
234_148,1.293005671,1.029864053,8.816666667
234_148,1.293929712,1.029864053,10.43333333
234_148,1.453125,1.029864053,6.4
234_148,1.349253731,1.029864053,16.75
234_148,1.316326531,1.029864053,6.533333333
234_148,1.320987654,1.029864053,8.1
234_148,1.331742243,1.029864053,6.983333333
234_148,1.570680628,1.029864053,6.366666667
234_148,1.289808917,1.029864053,10.46666667
234_148,1.327433628,1.029864053,7.533333333
234_148,1.722222222,1.029864053,5.4
234_148,1.381188119,1.029864053,6.733333333
234_148,1.436363636,1.029864053,5.5
234_148,1.401639344,1.029864053,8.133333333
234_148,1.328571429,1.029864053,7
234_148,1.300380228,1.029864053,8.766666667
234_148,1.328571429,1.029864053,7
234_148,1.357142857,1.029864053,8.4
234_148,1.288683603,1.029864053,7.216666667
234_148,1.296428571,1.029864053,9.333333333
234_148,1.304347826,1.029864053,7.666666667
234_148,1.315789474,1.029864053,7.6
234_148,1.33037694,1.029864053,7.516666667
234_151,1.462783172,1.10704585,15.45
234_151,1.481149013,1.10704585,18.56666667
234_151,1.551357733,1.10704585,14.11666667
234_151,1.707808564,1.10704585,13.23333333
234_152,1.663316583,1.255682655,19.9
234_166,1.571544058,1.133049461,20.61666667
234_166,1.796442688,1.133049461,16.86666667
234_166,1.665174575,1.133049461,18.61666667
234_17,1.316370619,1.013153779,34.71666667
234_170,2.071428571,1.208167111,2.8
234_170,1.930693069,1.208167111,3.366666667
234_170,1.784615385,1.208167111,3.25
234_170,5.405405405,1.208167111,3.7
234_170,1.775510204,1.208167111,3.266666667
234_170,1.832335329,1.208167111,2.783333333
234_170,1.784615385,1.208167111,3.25
234_170,1.944134078,1.208167111,2.983333333
234_170,2.081632653,1.208167111,2.45
234_170,1.748571429,1.208167111,2.916666667
234_170,1.748344371,1.208167111,2.516666667
234_170,2.096774194,1.208167111,3.1
234_170,2.181818182,1.208167111,2.016666667
234_170,2.095890411,1.208167111,2.433333333
234_170,1.79253112,1.208167111,4.016666667
234_170,1.936708861,1.208167111,2.633333333
234_170,1.775510204,1.208167111,3.266666667
234_170,2.163934426,1.208167111,2.033333333
234_170,1.821989529,1.208167111,3.183333333
234_170,3,1.208167111,1.466666667
234_170,2.202531646,1.208167111,2.633333333
234_170,1.924528302,1.208167111,2.65
234_170,3.52,1.208167111,1.25
234_170,1.830985915,1.208167111,3.55
234_170,1.748878924,1.208167111,3.716666667
234_170,1.766497462,1.208167111,3.283333333
234_170,1.821989529,1.208167111,3.183333333
234_170,2,1.208167111,2.9
234_170,1.870967742,1.208167111,3.1
234_170,2.083832335,1.208167111,2.783333333
234_170,1.900621118,1.208167111,2.683333333
234_170,1.912087912,1.208167111,3.033333333
234_170,1.870967742,1.208167111,3.1
234_170,1.860962567,1.208167111,3.116666667
234_170,1.96969697,1.208167111,3.3
234_170,1.988571429,1.208167111,2.916666667
234_170,1.810650888,1.208167111,2.816666667
234_170,1.901639344,1.208167111,3.05
234_170,1.860962567,1.208167111,3.116666667
234_170,1.748878924,1.208167111,3.716666667
234_170,2.693877551,1.208167111,1.633333333
234_170,2.637931034,1.208167111,1.933333333
234_170,1.912087912,1.208167111,3.033333333
234_170,2.295652174,1.208167111,1.916666667
234_170,1.949044586,1.208167111,2.616666667
234_170,2.691428571,1.208167111,11.66666667
234_170,2,1.208167111,2.9
234_170,1.798319328,1.208167111,5.95
234_170,1.821428571,1.208167111,2.8
234_170,2.318181818,1.208167111,2.2
234_170,2.059171598,1.208167111,2.816666667
234_170,2.25974026,1.208167111,2.566666667
234_170,1.881081081,1.208167111,3.083333333
234_170,2.684210526,1.208167111,1.9
234_170,1.900621118,1.208167111,2.683333333
234_170,1.970149254,1.208167111,2.233333333
234_170,1.9125,1.208167111,2.666666667
234_170,2.467741935,1.208167111,2.066666667
234_170,1.820689655,1.208167111,2.416666667
234_170,1.768786127,1.208167111,2.883333333
